revision;file;nodeIdentifier1;nodeIdentifier2
/home/arthur/analysis/projects/ExoPlayer/revisions/rev_e713ddc_cbffc14/rev_e713ddc-cbffc14.revisions;/library/core/src/androidTest/java/com/google/android/exoplayer2/upstream/ContentDataSourceTest.java;@Override    public int update(@NonNull Uri uri, ContentValues values,        String selection, String[] selectionArgs) ;@Override    public int update(@NonNull Uri uri, ContentValues values,        String selection, String[] selectionArgs) 
/home/arthur/analysis/projects/ExoPlayer/revisions/rev_e713ddc_cbffc14/rev_e713ddc-cbffc14.revisions;/library/core/src/androidTest/java/com/google/android/exoplayer2/util/ParsableBitArrayTest.java;private static final byte[] TEST_DATA = new byte[] ;private static final byte[] TEST_DATA = new byte[] 
/home/arthur/analysis/projects/ExoPlayer/revisions/rev_e713ddc_cbffc14/rev_e713ddc-cbffc14.revisions;/library/core/src/androidTest/java/com/google/android/exoplayer2/util/ParsableBitArrayTest.java;public void testReadAllBytes() ;public void testReadAllBytes() 
/home/arthur/analysis/projects/ExoPlayer/revisions/rev_e713ddc_cbffc14/rev_e713ddc-cbffc14.revisions;/library/core/src/androidTest/java/com/google/android/exoplayer2/util/ParsableBitArrayTest.java;public void testReadBit() ;public void testReadBit() 
/home/arthur/analysis/projects/ExoPlayer/revisions/rev_e713ddc_cbffc14/rev_e713ddc-cbffc14.revisions;/library/core/src/androidTest/java/com/google/android/exoplayer2/util/ParsableBitArrayTest.java;public void testReadBits() ;public void testReadBits() 
/home/arthur/analysis/projects/ExoPlayer/revisions/rev_e713ddc_cbffc14/rev_e713ddc-cbffc14.revisions;/library/core/src/androidTest/java/com/google/android/exoplayer2/util/ParsableBitArrayTest.java;public void testRead32BitsByteAligned() ;public void testRead32BitsByteAligned() 
/home/arthur/analysis/projects/ExoPlayer/revisions/rev_e713ddc_cbffc14/rev_e713ddc-cbffc14.revisions;/library/core/src/androidTest/java/com/google/android/exoplayer2/util/ParsableBitArrayTest.java;public void testRead32BitsNonByteAligned() ;public void testRead32BitsNonByteAligned() 
/home/arthur/analysis/projects/ExoPlayer/revisions/rev_e713ddc_cbffc14/rev_e713ddc-cbffc14.revisions;/library/core/src/androidTest/java/com/google/android/exoplayer2/util/ParsableBitArrayTest.java;public void testSkipBytes() ;public void testSkipBytes() 
/home/arthur/analysis/projects/ExoPlayer/revisions/rev_e713ddc_cbffc14/rev_e713ddc-cbffc14.revisions;/library/core/src/androidTest/java/com/google/android/exoplayer2/util/ParsableBitArrayTest.java;public void testSkipBitsByteAligned() ;public void testSkipBitsByteAligned() 
/home/arthur/analysis/projects/ExoPlayer/revisions/rev_e713ddc_cbffc14/rev_e713ddc-cbffc14.revisions;/library/core/src/androidTest/java/com/google/android/exoplayer2/util/ParsableBitArrayTest.java;public void testSkipBitsNonByteAligned() ;public void testSkipBitsNonByteAligned() 
/home/arthur/analysis/projects/ExoPlayer/revisions/rev_e713ddc_cbffc14/rev_e713ddc-cbffc14.revisions;/library/core/src/androidTest/java/com/google/android/exoplayer2/util/ParsableBitArrayTest.java;public void testSetPositionByteAligned() ;public void testSetPositionByteAligned() 
/home/arthur/analysis/projects/ExoPlayer/revisions/rev_e713ddc_cbffc14/rev_e713ddc-cbffc14.revisions;/library/core/src/androidTest/java/com/google/android/exoplayer2/util/ParsableBitArrayTest.java;public void testSetPositionNonByteAligned() ;public void testSetPositionNonByteAligned() 
/home/arthur/analysis/projects/ExoPlayer/revisions/rev_e713ddc_cbffc14/rev_e713ddc-cbffc14.revisions;/library/core/src/androidTest/java/com/google/android/exoplayer2/util/ParsableBitArrayTest.java;public void testByteAlignFromNonByteAligned() ;public void testByteAlignFromNonByteAligned() 
/home/arthur/analysis/projects/ExoPlayer/revisions/rev_e713ddc_cbffc14/rev_e713ddc-cbffc14.revisions;/library/core/src/androidTest/java/com/google/android/exoplayer2/util/ParsableBitArrayTest.java;public void testByteAlignFromByteAligned() ;public void testByteAlignFromByteAligned() 
/home/arthur/analysis/projects/ExoPlayer/revisions/rev_e713ddc_cbffc14/rev_e713ddc-cbffc14.revisions;/library/core/src/androidTest/java/com/google/android/exoplayer2/util/ParsableBitArrayTest.java;private static void assertReadBitsToEnd(int expectedStartPosition, ParsableBitArray testArray) ;private static void assertReadBitsToEnd(int expectedStartPosition, ParsableBitArray testArray) 
/home/arthur/analysis/projects/ExoPlayer/revisions/rev_e713ddc_cbffc14/rev_e713ddc-cbffc14.revisions;/library/core/src/androidTest/java/com/google/android/exoplayer2/util/ParsableBitArrayTest.java;private static int getTestDataBits(int bitPosition, int length) ;private static int getTestDataBits(int bitPosition, int length) 
/home/arthur/analysis/projects/ExoPlayer/revisions/rev_e713ddc_cbffc14/rev_e713ddc-cbffc14.revisions;/library/core/src/androidTest/java/com/google/android/exoplayer2/util/ParsableBitArrayTest.java;private static boolean getTestDataBit(int bitPosition) ;private static boolean getTestDataBit(int bitPosition) 
/home/arthur/analysis/projects/ExoPlayer/revisions/rev_e713ddc_cbffc14/rev_e713ddc-cbffc14.revisions;/library/core/src/main/java/com/google/android/exoplayer2/mediacodec/MediaCodecInfo.java;private static int adjustMaxInputChannelCount(String name, String mimeType, int maxChannelCount) ;private static int adjustMaxInputChannelCount(String name, String mimeType, int maxChannelCount) 
/home/arthur/analysis/projects/ExoPlayer/revisions/rev_e713ddc_cbffc14/rev_e713ddc-cbffc14.revisions;/testutils/src/main/java/com/google/android/exoplayer2/testutil/TestUtil.java;public static void assertDataSourceContent(DataSource dataSource, DataSpec dataSpec,      byte[] expectedData) throws IOException ;public static void assertDataSourceContent(DataSource dataSource, DataSpec dataSpec,      byte[] expectedData) throws IOException 
/home/arthur/analysis/projects/ExoPlayer/revisions/rev_e713ddc_cbffc14/rev_e713ddc-cbffc14.revisions;/library/core/src/main/java/com/google/android/exoplayer2/upstream/cache/CacheDataSourceFactory.java;public CacheDataSourceFactory(Cache cache, DataSource.Factory upstreamFactory) ;public CacheDataSourceFactory(Cache cache, DataSource.Factory upstreamFactory) 
/home/arthur/analysis/projects/ExoPlayer/revisions/rev_e713ddc_cbffc14/rev_e713ddc-cbffc14.revisions;/library/hls/src/androidTest/java/com/google/android/exoplayer2/source/hls/playlist/HlsMasterPlaylistParserTest.java;private static final String AVG_BANDWIDTH_MASTER_PLAYLIST ;private static final String AVG_BANDWIDTH_MASTER_PLAYLIST 
/home/arthur/analysis/projects/ExoPlayer/revisions/rev_e713ddc_cbffc14/rev_e713ddc-cbffc14.revisions;/library/hls/src/androidTest/java/com/google/android/exoplayer2/source/hls/playlist/HlsMasterPlaylistParserTest.java;private static final String MASTER_PLAYLIST_WITHOUT_CC ;private static final String MASTER_PLAYLIST_WITHOUT_CC 
/home/arthur/analysis/projects/ExoPlayer/revisions/rev_e713ddc_cbffc14/rev_e713ddc-cbffc14.revisions;/library/hls/src/androidTest/java/com/google/android/exoplayer2/source/hls/playlist/HlsMasterPlaylistParserTest.java;public void testMasterPlaylistWithBandwdithAverage() throws IOException ;public void testMasterPlaylistWithBandwdithAverage() throws IOException 
/home/arthur/analysis/projects/ExoPlayer/revisions/rev_e713ddc_cbffc14/rev_e713ddc-cbffc14.revisions;/library/hls/src/androidTest/java/com/google/android/exoplayer2/source/hls/playlist/HlsMasterPlaylistParserTest.java;public void testPlaylistWithoutClosedCaptions() throws IOException ;public void testPlaylistWithoutClosedCaptions() throws IOException 
