revision;totalFiles;nonJavaFiles;nonJavaEqualFiles;nonJavaMergedFiles;nonJavaFilesConfs;javaFiles;javaEqualFiles;javaMergedFiles;badParsedFiles;javaFilesConfsSS;javaFilesConfsUN;javaEqualConfs;mergeTime
/home/arthur/analysis/projects/java/revisions/rev_97843b8_d540f48/rev_97843b8-d540f48.revisions;589;481;0;481;0;108;108;0;0;0;0;0;0
/home/arthur/analysis/projects/grpc-java/revisions/rev_4afd984_81cc0da/rev_4afd984-81cc0da.revisions;260;129;0;129;0;131;131;0;0;0;0;0;0
/home/arthur/analysis/projects/netty-socketio/revisions/rev_08057df_769abfd/rev_08057df-769abfd.revisions;176;54;0;54;0;122;122;0;0;0;0;0;0
/home/arthur/analysis/projects/ExoPlayer/revisions/rev_4c146ee_deb7f2b/rev_4c146ee-deb7f2b.revisions;312;170;0;170;0;142;141;1;0;0;0;0;0
/home/arthur/analysis/projects/okio/revisions/rev_b563e5d_ca7247d/rev_b563e5d-ca7247d.revisions;67;51;0;51;0;16;16;0;0;0;0;0;0
/home/arthur/analysis/projects/retrolambda/revisions/rev_6fb044f_f0eea0d/rev_6fb044f-f0eea0d.revisions;204;132;0;132;0;72;72;0;0;0;0;0;0
/home/arthur/analysis/projects/glide/revisions/rev_c78ee4e_4eba230/rev_c78ee4e-4eba230.revisions;604;184;0;184;0;420;420;0;0;0;0;0;0
/home/arthur/analysis/projects/java/revisions/rev_79f571a_81b0a16/rev_79f571a-81b0a16.revisions;602;494;0;494;0;108;108;0;0;0;0;0;0
/home/arthur/analysis/projects/grpc-java/revisions/rev_bb71e21_2c7c32d/rev_bb71e21-2c7c32d.revisions;259;128;0;128;0;131;131;0;0;0;0;0;0
/home/arthur/analysis/projects/netty-socketio/revisions/rev_a3b296c_f390c92/rev_a3b296c-f390c92.revisions;175;54;0;54;0;121;121;0;0;0;0;0;0
/home/arthur/analysis/projects/ExoPlayer/revisions/rev_d71b9b7_deb7f2b/rev_d71b9b7-deb7f2b.revisions;312;170;0;170;0;142;142;0;0;0;0;0;0
/home/arthur/analysis/projects/okio/revisions/rev_a9f699a_b563e5d/rev_a9f699a-b563e5d.revisions;67;51;0;51;0;16;16;0;0;0;0;0;0
/home/arthur/analysis/projects/retrolambda/revisions/rev_d2b0feb_567328d/rev_d2b0feb-567328d.revisions;204;132;0;132;0;72;72;0;0;0;0;0;0
/home/arthur/analysis/projects/glide/revisions/rev_8d7beb5_12c0f51/rev_8d7beb5-12c0f51.revisions;604;184;0;184;0;420;420;0;0;0;0;0;0
/home/arthur/analysis/projects/java/revisions/rev_8b5759f_39317ec/rev_8b5759f-39317ec.revisions;601;493;0;493;0;108;108;0;0;0;0;0;0
/home/arthur/analysis/projects/grpc-java/revisions/rev_192144e_9b5575d/rev_192144e-9b5575d.revisions;259;127;0;127;0;132;132;0;0;0;0;0;0
/home/arthur/analysis/projects/netty-socketio/revisions/rev_a20ce21_1ef006e/rev_a20ce21-1ef006e.revisions;177;54;0;54;0;123;123;0;0;0;0;0;0
/home/arthur/analysis/projects/ExoPlayer/revisions/rev_f4a5cd6_dedbd53/rev_f4a5cd6-dedbd53.revisions;312;170;0;170;0;142;142;0;0;0;0;0;0
/home/arthur/analysis/projects/okio/revisions/rev_f23f23d_dad305d/rev_f23f23d-dad305d.revisions;69;51;0;51;0;18;18;0;0;0;0;0;0
/home/arthur/analysis/projects/retrolambda/revisions/rev_fa0f5a5_b734ee8/rev_fa0f5a5-b734ee8.revisions;211;132;0;132;0;79;71;0;8;0;0;0;0
/home/arthur/analysis/projects/glide/revisions/rev_8dbafcd_c3ea170/rev_8dbafcd-c3ea170.revisions;606;184;0;184;0;422;422;0;0;0;0;0;0
/home/arthur/analysis/projects/java/revisions/rev_e6a3786_c46a94a/rev_e6a3786-c46a94a.revisions;598;490;0;490;0;108;107;1;0;0;0;0;0
/home/arthur/analysis/projects/grpc-java/revisions/rev_bdb3f4e_732cfc0/rev_bdb3f4e-732cfc0.revisions;259;127;0;127;0;132;132;0;0;0;0;0;0
/home/arthur/analysis/projects/netty-socketio/revisions/rev_af6378d_a6c9f62/rev_af6378d-a6c9f62.revisions;178;54;0;54;0;124;124;0;0;0;0;0;0
/home/arthur/analysis/projects/ExoPlayer/revisions/rev_059835e_dedbd53/rev_059835e-dedbd53.revisions;312;170;0;170;0;142;142;0;0;0;0;0;0
/home/arthur/analysis/projects/okio/revisions/rev_049d5f9_6637357/rev_049d5f9-6637357.revisions;70;51;0;51;0;19;19;0;0;0;0;0;0
/home/arthur/analysis/projects/retrolambda/revisions/rev_b734ee8_5ec03ca/rev_b734ee8-5ec03ca.revisions;205;131;0;131;0;74;74;0;0;0;0;0;0
/home/arthur/analysis/projects/glide/revisions/rev_421570a_3143a4f/rev_421570a-3143a4f.revisions;609;184;0;184;0;425;425;0;0;0;0;0;0
/home/arthur/analysis/projects/java/revisions/rev_f019126_532d6ab/rev_f019126-532d6ab.revisions;598;490;0;490;0;108;108;0;0;0;0;0;0
/home/arthur/analysis/projects/grpc-java/revisions/rev_456216b_4deff02/rev_456216b-4deff02.revisions;259;127;0;127;0;132;132;0;0;0;0;0;0
/home/arthur/analysis/projects/netty-socketio/revisions/rev_a7826c9_51989d8/rev_a7826c9-51989d8.revisions;178;54;0;54;0;124;124;0;0;0;0;0;0
/home/arthur/analysis/projects/ExoPlayer/revisions/rev_a76addb_712e460/rev_a76addb-712e460.revisions;312;170;0;170;0;142;139;3;0;0;0;0;0
/home/arthur/analysis/projects/okio/revisions/rev_3f40a65_9de3030/rev_3f40a65-9de3030.revisions;70;51;0;51;0;19;19;0;0;0;0;0;0
/home/arthur/analysis/projects/glide/revisions/rev_e161ca9_7e0f873/rev_e161ca9-7e0f873.revisions;667;204;0;204;0;463;347;53;63;123;110;1;0
/home/arthur/analysis/projects/java/revisions/rev_2b05059_657f68e/rev_2b05059-657f68e.revisions;598;490;0;490;0;108;108;0;0;0;0;0;0
/home/arthur/analysis/projects/grpc-java/revisions/rev_2c07e23_dfcfb7b/rev_2c07e23-dfcfb7b.revisions;259;127;0;127;0;132;132;0;0;0;0;0;0
/home/arthur/analysis/projects/netty-socketio/revisions/rev_0e982a3_d835926/rev_0e982a3-d835926.revisions;178;54;0;54;0;124;124;0;0;0;0;0;0
/home/arthur/analysis/projects/ExoPlayer/revisions/rev_3837567_712e460/rev_3837567-712e460.revisions;312;170;0;170;0;142;142;0;0;0;0;0;0
/home/arthur/analysis/projects/okio/revisions/rev_ad6030a_049d5f9/rev_ad6030a-049d5f9.revisions;70;51;0;51;0;19;19;0;0;0;0;0;0
/home/arthur/analysis/projects/java/revisions/rev_84dbf47_ae70308/rev_84dbf47-ae70308.revisions;598;490;0;490;0;108;107;1;0;0;0;0;0
/home/arthur/analysis/projects/grpc-java/revisions/rev_ad5ae25_fad21aa/rev_ad5ae25-fad21aa.revisions;259;127;0;127;0;132;132;0;0;0;0;0;0
/home/arthur/analysis/projects/netty-socketio/revisions/rev_116df90_8ddbbbc/rev_116df90-8ddbbbc.revisions;181;54;0;54;0;127;127;0;0;0;0;0;0
/home/arthur/analysis/projects/ExoPlayer/revisions/rev_aeb17e6_1653e81/rev_aeb17e6-1653e81.revisions;312;170;0;170;0;142;142;0;0;0;0;0;0
/home/arthur/analysis/projects/okio/revisions/rev_89e1341_c8a36a6/rev_89e1341-c8a36a6.revisions;70;51;0;51;0;19;17;2;0;1;2;0;0
/home/arthur/analysis/projects/glide/revisions/rev_7820ac2_a937931/rev_7820ac2-a937931.revisions;580;159;0;159;0;421;421;0;0;0;0;0;0
/home/arthur/analysis/projects/java/revisions/rev_fe93a2e_c8df638/rev_fe93a2e-c8df638.revisions;611;503;0;503;0;108;108;0;0;0;0;0;0
/home/arthur/analysis/projects/grpc-java/revisions/rev_74cfe6c_c6ee28c/rev_74cfe6c-c6ee28c.revisions;352;154;0;154;0;198;198;0;0;0;0;0;0
/home/arthur/analysis/projects/netty-socketio/revisions/rev_701a336_b30f320/rev_701a336-b30f320.revisions;182;54;0;54;0;128;128;0;0;0;0;0;0
/home/arthur/analysis/projects/ExoPlayer/revisions/rev_e6c7e29_1653e81/rev_e6c7e29-1653e81.revisions;312;170;0;170;0;142;142;0;0;0;0;0;0
/home/arthur/analysis/projects/okio/revisions/rev_438f0cb_3223e5d/rev_438f0cb-3223e5d.revisions;70;51;0;51;0;19;19;0;0;0;0;0;0
/home/arthur/analysis/projects/glide/revisions/rev_4e285f8_8113dfe/rev_4e285f8-8113dfe.revisions;580;159;0;159;0;421;421;0;0;0;0;0;0
/home/arthur/analysis/projects/java/revisions/rev_3b20004_63678dd/rev_3b20004-63678dd.revisions;610;502;0;502;0;108;107;1;0;3;1;0;0
/home/arthur/analysis/projects/grpc-java/revisions/rev_157aa0a_bed3057/rev_157aa0a-bed3057.revisions;89;86;0;86;0;3;2;1;0;0;2;0;0
/home/arthur/analysis/projects/netty-socketio/revisions/rev_c6e917b_d9b686f/rev_c6e917b-d9b686f.revisions;182;54;0;54;0;128;128;0;0;0;0;0;0
/home/arthur/analysis/projects/ExoPlayer/revisions/rev_1653e81_5abb413/rev_1653e81-5abb413.revisions;312;170;0;170;0;142;142;0;0;0;0;0;0
/home/arthur/analysis/projects/okio/revisions/rev_fe6b7aa_c287d63/rev_fe6b7aa-c287d63.revisions;70;51;0;51;0;19;19;0;0;0;0;0;0
/home/arthur/analysis/projects/glide/revisions/rev_4f8d43e_9b52d0a/rev_4f8d43e-9b52d0a.revisions;580;159;0;159;0;421;421;0;0;0;0;0;0
/home/arthur/analysis/projects/java/revisions/rev_898b867_7d20684/rev_898b867-7d20684.revisions;612;504;0;504;0;108;107;1;0;1;1;1;0
/home/arthur/analysis/projects/grpc-java/revisions/rev_41f1155_a287a11/rev_41f1155-a287a11.revisions;89;86;0;86;0;3;2;1;0;0;2;0;0
/home/arthur/analysis/projects/netty-socketio/revisions/rev_4b8b802_db82856/rev_4b8b802-db82856.revisions;183;54;0;54;0;129;129;0;0;0;0;0;0
/home/arthur/analysis/projects/ExoPlayer/revisions/rev_e9dacb0_5abb413/rev_e9dacb0-5abb413.revisions;312;170;0;170;0;142;142;0;0;0;0;0;0
/home/arthur/analysis/projects/okio/revisions/rev_c9c802b_97df46e/rev_c9c802b-97df46e.revisions;74;52;0;52;0;22;22;0;0;0;0;0;0
/home/arthur/analysis/projects/glide/revisions/rev_455f05e_8e4a93f/rev_455f05e-8e4a93f.revisions;580;159;0;159;0;421;421;0;0;0;0;0;0
/home/arthur/analysis/projects/java/revisions/rev_6bf11c0_8024de0/rev_6bf11c0-8024de0.revisions;615;507;0;507;0;108;104;4;0;0;3;0;0
/home/arthur/analysis/projects/grpc-java/revisions/rev_a0241d8_3777b8b/rev_a0241d8-3777b8b.revisions;405;150;0;150;0;255;255;0;0;0;0;0;0
/home/arthur/analysis/projects/netty-socketio/revisions/rev_c9d2ca3_cc3f019/rev_c9d2ca3-cc3f019.revisions;183;54;0;54;0;129;129;0;0;0;0;0;0
/home/arthur/analysis/projects/ExoPlayer/revisions/rev_7b5c4d7_cb06845/rev_7b5c4d7-cb06845.revisions;312;170;0;170;0;142;141;1;0;0;0;0;0
/home/arthur/analysis/projects/okio/revisions/rev_405856a_0b06448/rev_405856a-0b06448.revisions;75;52;0;52;0;23;23;0;0;0;0;0;0
/home/arthur/analysis/projects/glide/revisions/rev_b7a37a0_260c6c6/rev_b7a37a0-260c6c6.revisions;580;159;0;159;0;421;421;0;0;0;0;0;0
/home/arthur/analysis/projects/java/revisions/rev_53490c3_d5a696c/rev_53490c3-d5a696c.revisions;615;507;0;507;0;108;105;3;0;1;2;1;0
/home/arthur/analysis/projects/grpc-java/revisions/rev_8bd8ed8_7b63909/rev_8bd8ed8-7b63909.revisions;406;152;0;152;0;254;254;0;0;0;0;0;0
/home/arthur/analysis/projects/netty-socketio/revisions/rev_e86ca14_6377543/rev_e86ca14-6377543.revisions;183;54;0;54;0;129;129;0;0;0;0;0;0
/home/arthur/analysis/projects/ExoPlayer/revisions/rev_3cfe894_bc303b7/rev_3cfe894-bc303b7.revisions;312;170;0;170;0;142;140;2;0;0;0;0;0
/home/arthur/analysis/projects/okio/revisions/rev_4c957f0_a23ac58/rev_4c957f0-a23ac58.revisions;76;52;0;52;0;24;24;0;0;0;0;0;0
/home/arthur/analysis/projects/glide/revisions/rev_f10b029_c2ac07b/rev_f10b029-c2ac07b.revisions;588;160;0;160;0;428;428;0;0;0;0;0;0
/home/arthur/analysis/projects/java/revisions/rev_41d8296_ae3777c/rev_41d8296-ae3777c.revisions;598;490;0;490;0;108;108;0;0;0;0;0;0
/home/arthur/analysis/projects/grpc-java/revisions/rev_977c3d1_24a9f39/rev_977c3d1-24a9f39.revisions;407;152;0;152;0;255;251;4;0;0;30;0;0
/home/arthur/analysis/projects/netty-socketio/revisions/rev_badb0c3_c0cc080/rev_badb0c3-c0cc080.revisions;183;54;0;54;0;129;129;0;0;0;0;0;0
/home/arthur/analysis/projects/ExoPlayer/revisions/rev_826c73a_467f195/rev_826c73a-467f195.revisions;332;170;0;170;0;162;161;1;0;0;0;0;0
/home/arthur/analysis/projects/okio/revisions/rev_73a01c3_a7a42f2/rev_73a01c3-a7a42f2.revisions;77;52;0;52;0;25;25;0;0;0;0;0;0
/home/arthur/analysis/projects/glide/revisions/rev_cb640b2_8ccafd0/rev_cb640b2-8ccafd0.revisions;588;160;0;160;0;428;428;0;0;0;0;0;0
/home/arthur/analysis/projects/java/revisions/rev_97418ab_d047f84/rev_97418ab-d047f84.revisions;601;493;0;493;0;108;107;1;0;0;0;0;0
/home/arthur/analysis/projects/grpc-java/revisions/rev_46c76bd_247ffb1/rev_46c76bd-247ffb1.revisions;427;153;0;153;0;274;274;0;0;0;0;0;0
/home/arthur/analysis/projects/netty-socketio/revisions/rev_f64ac60_8c82c2b/rev_f64ac60-8c82c2b.revisions;183;54;0;54;0;129;129;0;0;0;0;0;0
/home/arthur/analysis/projects/ExoPlayer/revisions/rev_127bcd1_255c3b2/rev_127bcd1-255c3b2.revisions;317;175;0;175;0;142;141;1;0;0;0;0;0
/home/arthur/analysis/projects/okio/revisions/rev_a87bc76_93803e2/rev_a87bc76-93803e2.revisions;77;52;0;52;0;25;25;0;0;0;0;0;0
/home/arthur/analysis/projects/glide/revisions/rev_c2fc193_f8604a1/rev_c2fc193-f8604a1.revisions;588;160;0;160;0;428;428;0;0;0;0;0;0
/home/arthur/analysis/projects/java/revisions/rev_2eca1ae_f111de1/rev_2eca1ae-f111de1.revisions;612;503;0;503;0;109;108;1;0;1;1;0;0
/home/arthur/analysis/projects/grpc-java/revisions/rev_4221f5a_d5977c4/rev_4221f5a-d5977c4.revisions;432;153;0;153;0;279;279;0;0;0;0;0;0
/home/arthur/analysis/projects/netty-socketio/revisions/rev_c937174_b45d9ce/rev_c937174-b45d9ce.revisions;184;54;0;54;0;130;130;0;0;0;0;0;0
/home/arthur/analysis/projects/ExoPlayer/revisions/rev_25ddeab_d506d76/rev_25ddeab-d506d76.revisions;321;175;0;175;0;146;146;0;0;0;0;0;0
/home/arthur/analysis/projects/okio/revisions/rev_1c926e8_a0846a9/rev_1c926e8-a0846a9.revisions;77;52;0;52;0;25;25;0;0;0;0;0;0
/home/arthur/analysis/projects/glide/revisions/rev_9054725_268e06c/rev_9054725-268e06c.revisions;590;160;0;160;0;430;430;0;0;0;0;0;0
/home/arthur/analysis/projects/java/revisions/rev_fe759b9_259c14c/rev_fe759b9-259c14c.revisions;612;503;0;503;0;109;109;0;0;0;0;0;0
/home/arthur/analysis/projects/grpc-java/revisions/rev_a4c821d_bcdef34/rev_a4c821d-bcdef34.revisions;432;153;0;153;0;279;279;0;0;0;0;0;0
/home/arthur/analysis/projects/netty-socketio/revisions/rev_6ba5da1_0841e5e/rev_6ba5da1-0841e5e.revisions;184;54;0;54;0;130;130;0;0;0;0;0;0
/home/arthur/analysis/projects/ExoPlayer/revisions/rev_faf196a_33c37eb/rev_faf196a-33c37eb.revisions;316;170;0;170;0;146;146;0;0;0;0;0;0
/home/arthur/analysis/projects/okio/revisions/rev_8838bf1_1c926e8/rev_8838bf1-1c926e8.revisions;77;52;0;52;0;25;25;0;0;0;0;0;0
/home/arthur/analysis/projects/glide/revisions/rev_20aacc5_7286c3f/rev_20aacc5-7286c3f.revisions;599;160;0;160;0;439;429;0;10;0;0;0;0
/home/arthur/analysis/projects/java/revisions/rev_d6cdba0_47ac274/rev_d6cdba0-47ac274.revisions;605;496;0;496;0;109;108;1;0;0;0;0;0
/home/arthur/analysis/projects/grpc-java/revisions/rev_1f0cad2_46687fe/rev_1f0cad2-46687fe.revisions;457;177;0;177;0;280;280;0;0;0;0;0;0
/home/arthur/analysis/projects/netty-socketio/revisions/rev_c95c243_5e9ffb3/rev_c95c243-5e9ffb3.revisions;184;54;0;54;0;130;130;0;0;0;0;0;0
/home/arthur/analysis/projects/ExoPlayer/revisions/rev_2798b43_9658534/rev_2798b43-9658534.revisions;316;170;0;170;0;146;146;0;0;0;0;0;0
/home/arthur/analysis/projects/okio/revisions/rev_ca787e8_8838bf1/rev_ca787e8-8838bf1.revisions;80;52;0;52;0;28;28;0;0;0;0;0;0
/home/arthur/analysis/projects/glide/revisions/rev_aa751f6_59f3d9c/rev_aa751f6-59f3d9c.revisions;598;160;0;160;0;438;429;1;8;0;0;0;0
/home/arthur/analysis/projects/java/revisions/rev_5580ad1_497fd11/rev_5580ad1-497fd11.revisions;633;515;0;515;0;118;116;2;0;2;2;0;0
/home/arthur/analysis/projects/grpc-java/revisions/rev_0a51f0f_6a526ec/rev_0a51f0f-6a526ec.revisions;461;177;0;177;0;284;284;0;0;0;0;0;0
/home/arthur/analysis/projects/netty-socketio/revisions/rev_1143af0_717ce78/rev_1143af0-717ce78.revisions;164;52;0;52;0;112;112;0;0;0;0;0;0
/home/arthur/analysis/projects/ExoPlayer/revisions/rev_03e859d_8c980c8/rev_03e859d-8c980c8.revisions;316;170;0;170;0;146;146;0;0;0;0;0;0
/home/arthur/analysis/projects/okio/revisions/rev_88806fd_ca92b73/rev_88806fd-ca92b73.revisions;80;52;0;52;0;28;28;0;0;0;0;0;0
/home/arthur/analysis/projects/glide/revisions/rev_2a4e75a_dbeedd0/rev_2a4e75a-dbeedd0.revisions;595;160;0;160;0;435;435;0;0;0;0;0;0
/home/arthur/analysis/projects/java/revisions/rev_ccb55a5_548984f/rev_ccb55a5-548984f.revisions;617;508;0;508;0;109;109;0;0;0;0;0;0
/home/arthur/analysis/projects/grpc-java/revisions/rev_5d34599_79aec3b/rev_5d34599-79aec3b.revisions;468;181;0;181;0;287;287;0;0;0;0;0;0
/home/arthur/analysis/projects/netty-socketio/revisions/rev_9254b0a_3a74064/rev_9254b0a-3a74064.revisions;164;52;0;52;0;112;112;0;0;0;0;0;0
/home/arthur/analysis/projects/ExoPlayer/revisions/rev_52b95c1_69c7cb0/rev_52b95c1-69c7cb0.revisions;316;170;0;170;0;146;146;0;0;0;0;0;0
/home/arthur/analysis/projects/okio/revisions/rev_e4f2ce1_a06fb5e/rev_e4f2ce1-a06fb5e.revisions;80;52;0;52;0;28;28;0;0;0;0;0;0
/home/arthur/analysis/projects/glide/revisions/rev_28859ec_4c418a5/rev_28859ec-4c418a5.revisions;595;160;0;160;0;435;435;0;0;0;0;0;0
/home/arthur/analysis/projects/java/revisions/rev_35c7f03_449a6c6/rev_35c7f03-449a6c6.revisions;629;520;0;520;0;109;108;1;0;0;3;0;0
/home/arthur/analysis/projects/grpc-java/revisions/rev_d966163_a0f0790/rev_d966163-a0f0790.revisions;486;184;0;184;0;302;302;0;0;0;0;0;0
/home/arthur/analysis/projects/netty-socketio/revisions/rev_c1ddf13_6910194/rev_c1ddf13-6910194.revisions;164;52;0;52;0;112;112;0;0;0;0;0;0
/home/arthur/analysis/projects/ExoPlayer/revisions/rev_f034ee7_ab00a4d/rev_f034ee7-ab00a4d.revisions;316;170;0;170;0;146;146;0;0;0;0;0;0
/home/arthur/analysis/projects/okio/revisions/rev_55fb114_e4f2ce1/rev_55fb114-e4f2ce1.revisions;80;52;0;52;0;28;28;0;0;0;0;0;0
/home/arthur/analysis/projects/glide/revisions/rev_3557f4b_1311e2b/rev_3557f4b-1311e2b.revisions;599;164;0;164;0;435;435;0;0;0;0;0;0
/home/arthur/analysis/projects/java/revisions/rev_ffadfd5_cfdf5fb/rev_ffadfd5-cfdf5fb.revisions;643;528;0;528;0;115;115;0;0;0;0;0;0
/home/arthur/analysis/projects/grpc-java/revisions/rev_d823d35_f3a5811/rev_d823d35-f3a5811.revisions;487;185;0;185;0;302;302;0;0;0;0;0;0
/home/arthur/analysis/projects/netty-socketio/revisions/rev_51405fc_74795af/rev_51405fc-74795af.revisions;164;52;0;52;0;112;112;0;0;0;0;0;0
/home/arthur/analysis/projects/ExoPlayer/revisions/rev_40f3172_165562d/rev_40f3172-165562d.revisions;316;170;0;170;0;146;146;0;0;0;0;0;0
/home/arthur/analysis/projects/okio/revisions/rev_f8e7175_24d26dd/rev_f8e7175-24d26dd.revisions;80;52;0;52;0;28;28;0;0;0;0;0;0
/home/arthur/analysis/projects/glide/revisions/rev_734c54c_c898281/rev_734c54c-c898281.revisions;605;167;0;167;0;438;438;0;0;0;0;0;0
/home/arthur/analysis/projects/java/revisions/rev_8e4119c_6dbe265/rev_8e4119c-6dbe265.revisions;636;521;0;521;0;115;114;1;0;2;3;1;0
/home/arthur/analysis/projects/grpc-java/revisions/rev_f0d9579_b7a72c1/rev_f0d9579-b7a72c1.revisions;481;180;0;180;0;301;301;0;0;0;0;0;0
/home/arthur/analysis/projects/netty-socketio/revisions/rev_0649a31_a332f8a/rev_0649a31-a332f8a.revisions;163;52;0;52;0;111;111;0;0;0;0;0;0
/home/arthur/analysis/projects/ExoPlayer/revisions/rev_c2d55ac_4efc0ab/rev_c2d55ac-4efc0ab.revisions;317;170;0;170;0;147;143;4;0;1;4;1;0
/home/arthur/analysis/projects/okio/revisions/rev_2529060_3d715c2/rev_2529060-3d715c2.revisions;80;52;0;52;0;28;28;0;0;0;0;0;0
/home/arthur/analysis/projects/glide/revisions/rev_1439c67_84daeb7/rev_1439c67-84daeb7.revisions;598;168;0;168;0;430;430;0;0;0;0;0;0
/home/arthur/analysis/projects/java/revisions/rev_f4ceca0_d657f0f/rev_f4ceca0-d657f0f.revisions;654;528;0;528;0;126;126;0;0;0;0;0;0
/home/arthur/analysis/projects/grpc-java/revisions/rev_d04994f_7c2ff63/rev_d04994f-7c2ff63.revisions;482;181;0;181;0;301;301;0;0;0;0;0;0
/home/arthur/analysis/projects/netty-socketio/revisions/rev_d1a0dfe_0a38cb7/rev_d1a0dfe-0a38cb7.revisions;163;52;0;52;0;111;111;0;0;0;0;0;0
/home/arthur/analysis/projects/ExoPlayer/revisions/rev_3d775c1_c8e5988/rev_3d775c1-c8e5988.revisions;317;170;0;170;0;147;147;0;0;0;0;0;0
/home/arthur/analysis/projects/okio/revisions/rev_b4664f9_2529060/rev_b4664f9-2529060.revisions;80;52;0;52;0;28;28;0;0;0;0;0;0
/home/arthur/analysis/projects/glide/revisions/rev_04b8515_e91e78f/rev_04b8515-e91e78f.revisions;606;168;0;168;0;438;438;0;0;0;0;0;0
/home/arthur/analysis/projects/java/revisions/rev_4ea14aa_a578736/rev_4ea14aa-a578736.revisions;659;533;0;533;0;126;126;0;0;0;0;0;0
/home/arthur/analysis/projects/grpc-java/revisions/rev_8c7e251_8301121/rev_8c7e251-8301121.revisions;521;186;0;186;0;335;335;0;0;0;0;0;0
/home/arthur/analysis/projects/netty-socketio/revisions/rev_6db9b38_c653b90/rev_6db9b38-c653b90.revisions;163;52;0;52;0;111;110;1;0;0;0;0;0
/home/arthur/analysis/projects/ExoPlayer/revisions/rev_5d78205_7ca1de2/rev_5d78205-7ca1de2.revisions;339;170;0;170;0;169;169;0;0;0;0;0;0
/home/arthur/analysis/projects/okio/revisions/rev_2740b1f_2529060/rev_2740b1f-2529060.revisions;80;52;0;52;0;28;28;0;0;0;0;0;0
/home/arthur/analysis/projects/glide/revisions/rev_dc21ef7_6f9ff15/rev_dc21ef7-6f9ff15.revisions;606;168;0;168;0;438;438;0;0;0;0;0;0
/home/arthur/analysis/projects/java/revisions/rev_478eead_70cadf8/rev_478eead-70cadf8.revisions;649;523;0;523;0;126;126;0;0;0;0;0;0
/home/arthur/analysis/projects/grpc-java/revisions/rev_872ecf4_9a5c9cd/rev_872ecf4-9a5c9cd.revisions;521;186;0;186;0;335;335;0;0;0;0;0;0
/home/arthur/analysis/projects/netty-socketio/revisions/rev_0c15f4a_3b9b070/rev_0c15f4a-3b9b070.revisions;163;52;0;52;0;111;111;0;0;0;0;0;0
/home/arthur/analysis/projects/ExoPlayer/revisions/rev_0a888a0_c4b2a01/rev_0a888a0-c4b2a01.revisions;317;170;0;170;0;147;147;0;0;0;0;0;0
/home/arthur/analysis/projects/okio/revisions/rev_3056332_05559a0/rev_3056332-05559a0.revisions;80;52;0;52;0;28;28;0;0;0;0;0;0
/home/arthur/analysis/projects/glide/revisions/rev_54ddf86_364a6df/rev_54ddf86-364a6df.revisions;606;168;0;168;0;438;438;0;0;0;0;0;0
/home/arthur/analysis/projects/java/revisions/rev_205e92e_d78b121/rev_205e92e-d78b121.revisions;647;521;0;521;0;126;125;1;0;0;0;0;0
/home/arthur/analysis/projects/grpc-java/revisions/rev_3be48b4_a98f8af/rev_3be48b4-a98f8af.revisions;580;197;0;197;0;383;377;6;0;0;0;0;0
/home/arthur/analysis/projects/ExoPlayer/revisions/rev_a254218_f15e397/rev_a254218-f15e397.revisions;317;170;0;170;0;147;147;0;0;0;0;0;0
/home/arthur/analysis/projects/okio/revisions/rev_acc9936_2529060/rev_acc9936-2529060.revisions;80;52;0;52;0;28;28;0;0;0;0;0;0
/home/arthur/analysis/projects/glide/revisions/rev_e280ffb_7b51222/rev_e280ffb-7b51222.revisions;608;170;0;170;0;438;438;0;0;0;0;0;0
/home/arthur/analysis/projects/java/revisions/rev_629a45c_d6cff1f/rev_629a45c-d6cff1f.revisions;647;521;0;521;0;126;125;1;0;0;10;0;0
/home/arthur/analysis/projects/netty-socketio/revisions/rev_0149ae0_9eab6e2/rev_0149ae0-9eab6e2.revisions;163;52;0;52;0;111;111;0;0;0;0;0;0
/home/arthur/analysis/projects/ExoPlayer/revisions/rev_280ccb1_f15e397/rev_280ccb1-f15e397.revisions;309;174;0;174;0;135;135;0;0;0;0;0;0
/home/arthur/analysis/projects/okio/revisions/rev_39a19fd_e7fffb7/rev_39a19fd-e7fffb7.revisions;80;52;0;52;0;28;28;0;0;0;0;0;0
/home/arthur/analysis/projects/glide/revisions/rev_a0aada3_724e606/rev_a0aada3-724e606.revisions;607;169;0;169;0;438;438;0;0;0;0;0;0
/home/arthur/analysis/projects/java/revisions/rev_26910aa_e5bc0c9/rev_26910aa-e5bc0c9.revisions;647;521;0;521;0;126;126;0;0;0;0;0;0
/home/arthur/analysis/projects/netty-socketio/revisions/rev_3677978_42307f0/rev_3677978-42307f0.revisions;163;52;0;52;0;111;111;0;0;0;0;0;0
/home/arthur/analysis/projects/ExoPlayer/revisions/rev_5a3340d_1554db1/rev_5a3340d-1554db1.revisions;317;170;0;170;0;147;142;5;0;1;6;1;0
/home/arthur/analysis/projects/okio/revisions/rev_aec6f12_39a19fd/rev_aec6f12-39a19fd.revisions;80;52;0;52;0;28;28;0;0;0;0;0;0
/home/arthur/analysis/projects/glide/revisions/rev_ee36815_4e23a45/rev_ee36815-4e23a45.revisions;607;169;0;169;0;438;438;0;0;0;0;0;0
/home/arthur/analysis/projects/java/revisions/rev_b7288a2_4e624dc/rev_b7288a2-4e624dc.revisions;647;521;0;521;0;126;126;0;0;0;0;0;0
